satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,51,1,0,354,4,1,4,3,3,4,3,3,1,4,3,2,2,3,13,4.0
1,1,63,1,0,354,4,1,4,4,4,4,4,4,3,5,3,1,4,4,0,0.0
0,1,45,1,0,1937,1,1,1,3,3,1,3,3,4,1,3,1,3,3,6,34.0
1,1,22,1,0,1462,4,1,4,4,4,4,4,4,2,1,3,3,4,4,5,14.0
1,1,67,1,0,347,4,1,4,4,2,4,2,2,2,5,4,1,3,2,0,0.0
1,1,23,1,0,1143,4,1,4,4,5,4,5,5,4,4,3,4,3,5,3,0.0
1,1,63,1,0,357,4,1,4,4,5,3,4,4,4,4,5,1,4,1,0,7.0
1,1,37,1,0,1198,4,1,4,4,4,4,3,3,3,4,3,3,3,2,13,8.0
1,1,51,1,0,323,4,1,4,4,2,4,2,2,2,1,2,1,3,2,0,0.0
1,1,31,1,2,1760,4,1,4,4,4,4,4,4,3,2,3,3,4,4,38,42.0
1,1,38,1,0,1879,4,1,4,4,4,4,4,4,4,4,3,2,4,4,0,0.0
0,1,29,1,0,1577,1,1,1,3,2,1,2,2,3,3,4,2,3,2,2,11.0
1,1,13,1,0,2021,4,1,4,4,5,3,3,3,3,4,3,2,3,1,0,0.0
0,1,45,1,0,1088,1,1,1,3,3,1,3,3,3,5,2,1,2,3,1,0.0
1,1,29,1,0,1372,4,1,4,4,5,4,4,4,4,4,4,3,4,3,46,46.0
0,1,37,1,0,1611,1,1,1,3,2,1,2,2,2,4,2,2,3,2,0,0.0
1,1,64,1,0,293,4,1,4,4,5,3,4,1,1,4,1,2,1,2,28,31.0
1,1,32,1,0,1630,4,1,4,4,5,3,3,3,3,4,4,2,3,4,7,0.0
1,1,41,1,0,1364,4,1,4,4,5,4,5,5,1,5,4,1,4,5,1,0.0
0,1,65,1,1,1271,1,1,1,3,5,1,5,5,3,4,4,1,3,5,36,33.0
1,1,9,1,0,1184,4,1,5,2,3,5,3,3,4,1,2,2,3,3,0,0.0
0,1,27,1,1,1525,1,1,1,3,1,1,1,1,2,3,3,2,3,1,2,2.0
0,1,69,1,0,1914,1,1,1,3,4,1,4,4,1,2,4,4,4,4,1,0.0
1,1,42,1,1,237,4,1,5,2,4,2,2,4,4,5,4,4,4,1,0,12.0
1,1,30,1,0,1608,4,2,0,3,5,3,3,2,2,0,1,2,2,4,0,0.0
1,1,57,1,0,275,4,2,0,4,1,0,1,1,4,1,4,2,3,1,2,12.0
0,1,44,1,2,265,1,1,1,3,3,2,2,5,5,1,1,2,5,4,0,0.0
1,1,11,1,0,1093,4,2,0,4,3,0,3,3,3,1,3,1,4,3,0,0.0
1,1,56,1,0,263,4,2,1,1,3,1,2,4,4,1,5,1,4,3,0,0.0
1,1,15,1,0,1233,4,2,2,2,4,2,4,4,1,3,2,4,2,4,0,0.0
1,1,13,1,2,1708,4,2,3,3,5,3,4,5,2,3,3,1,4,5,0,0.0
1,1,33,1,0,1738,4,2,3,3,4,4,3,2,2,3,4,2,2,1,0,1.0
1,1,7,1,2,2006,4,2,4,2,3,2,2,2,2,4,2,3,2,3,0,0.0
1,1,33,1,0,1134,4,2,4,2,3,3,2,3,3,4,4,2,3,1,0,0.0
1,1,46,1,0,94,4,2,4,2,5,4,1,5,2,5,2,4,3,5,45,29.0
0,1,28,1,1,1480,1,1,1,3,1,1,1,1,1,2,3,4,3,1,0,0.0
0,1,49,1,0,1503,1,1,1,3,5,1,5,5,2,3,3,1,3,5,4,6.0
0,1,39,1,0,1572,1,1,1,3,1,1,2,1,4,5,3,3,4,1,0,6.0
0,1,62,1,0,1045,1,1,1,3,4,1,4,4,3,4,3,1,3,4,0,0.0
1,1,49,1,0,54,4,2,4,3,4,2,2,3,5,2,3,2,3,2,65,77.0
0,1,23,1,0,1820,1,1,1,3,1,3,3,2,5,4,4,3,1,3,236,239.0
0,1,48,1,0,988,1,1,1,3,5,1,4,5,2,1,2,2,3,5,0,0.0
1,1,47,1,0,50,4,2,4,3,3,4,3,3,4,1,3,2,4,3,0,0.0
1,1,35,1,0,1177,4,2,4,3,3,4,3,3,4,4,3,2,4,3,0,6.0
0,1,8,1,0,1483,1,1,1,3,4,1,4,4,4,3,5,2,4,4,4,9.0
0,1,51,1,0,1687,1,1,1,3,5,1,5,5,3,2,2,1,2,5,0,0.0
0,1,10,1,0,1280,1,1,1,3,4,1,4,4,3,3,3,3,3,4,0,9.0
0,1,34,1,0,1646,1,1,1,3,5,1,5,5,1,3,4,1,3,5,0,0.0
0,1,24,1,0,1053,1,1,1,3,4,1,4,4,2,3,4,1,3,4,0,0.0
1,1,44,1,0,123,4,2,4,3,1,4,1,1,2,2,3,3,4,1,20,23.0
0,1,35,1,0,1003,1,1,1,3,2,1,2,2,2,4,3,3,2,2,0,0.0
1,1,61,1,0,75,4,2,4,3,5,4,5,5,1,4,2,3,2,5,0,0.0
0,1,70,1,0,1692,1,1,1,3,1,1,1,1,2,2,3,4,2,1,0,0.0
1,1,23,1,0,3527,4,2,4,3,4,4,3,4,4,4,4,4,4,2,96,87.0
0,1,18,1,1,4137,1,1,1,4,1,3,3,1,1,3,3,3,2,3,173,174.0
1,1,66,1,0,2589,4,2,4,3,1,4,1,1,3,1,3,1,3,1,0,4.0
0,1,12,1,0,4122,1,1,1,4,4,1,4,4,3,4,3,1,4,4,1,0.0
1,1,12,1,1,3407,4,2,4,3,5,4,5,5,2,5,3,3,3,5,53,47.0
0,1,55,1,0,3923,1,1,1,4,5,1,4,5,2,1,4,4,4,5,0,0.0
1,1,54,1,0,2530,4,2,4,3,1,4,1,1,1,5,3,2,4,1,5,2.0
0,1,35,1,0,3416,1,1,1,4,1,1,1,2,3,4,4,1,2,1,0,0.0
1,1,52,1,0,2467,4,2,4,3,4,4,4,4,2,4,1,3,3,4,0,0.0
1,1,30,1,0,3750,4,2,4,3,3,4,3,3,2,2,3,1,4,3,0,0.0
0,1,53,1,0,3970,1,1,1,4,5,1,5,5,4,5,2,3,3,5,4,9.0
0,1,62,1,1,3375,1,1,1,4,1,1,1,1,4,1,4,1,4,1,12,0.0
1,1,41,1,0,2827,4,2,4,3,1,3,3,5,5,4,5,1,5,2,5,8.0
1,1,43,1,0,2000,4,2,4,3,3,4,3,3,2,4,2,3,2,3,96,112.0
0,1,55,1,0,3790,1,1,1,4,2,1,2,2,4,4,4,3,4,2,2,15.0
0,1,27,1,0,3354,1,1,1,4,1,1,1,1,2,1,4,1,4,1,0,0.0
0,1,36,1,0,3429,1,1,1,4,4,1,4,4,2,5,2,4,4,4,4,12.0
1,1,69,1,0,1750,4,2,4,3,3,4,3,3,4,2,3,2,3,3,0,0.0
1,1,41,1,1,1690,4,2,4,3,3,4,3,2,2,4,2,4,2,1,17,3.0
1,1,22,1,1,2926,4,2,4,3,1,3,3,5,5,4,1,1,5,4,0,0.0
1,1,25,1,0,2451,4,2,4,3,1,4,1,1,3,2,4,1,3,1,20,6.0
0,1,13,1,0,2671,1,1,1,4,5,1,5,5,4,4,3,3,4,5,14,2.0
0,1,53,1,0,2500,1,1,1,4,2,1,2,2,2,3,4,3,3,2,0,0.0
0,1,25,1,0,2559,1,1,1,4,4,1,4,4,2,1,4,3,4,4,0,0.0
0,1,19,1,1,2958,1,1,1,4,2,1,2,2,3,3,3,4,3,2,0,0.0
1,1,42,1,0,1374,4,2,4,3,3,3,4,1,1,4,1,3,1,2,0,0.0
0,1,59,1,0,2346,1,1,1,4,5,1,5,5,1,1,3,1,4,5,0,0.0
0,1,56,1,0,2774,1,1,1,4,5,1,5,5,2,2,4,1,3,5,0,0.0
0,1,12,1,0,1930,1,1,1,4,2,1,5,2,3,1,3,3,4,2,3,0.0
1,1,15,1,1,2417,4,2,4,3,5,4,3,3,3,4,3,3,3,2,6,0.0
1,1,13,1,0,2389,4,2,4,3,4,4,4,4,3,3,4,3,3,4,0,7.0
0,1,66,1,0,2099,1,1,1,4,5,1,5,5,3,3,4,1,4,5,0,0.0
0,1,9,1,0,2228,1,1,1,4,4,1,4,4,2,5,2,3,4,4,0,0.0
1,1,12,1,0,2564,4,2,4,3,1,4,5,1,2,4,2,2,2,1,0,17.0
0,1,25,1,1,2426,1,1,1,4,2,1,2,2,4,5,3,4,3,2,45,16.0
1,1,15,1,0,2607,4,2,4,4,1,4,3,5,5,4,2,1,5,2,0,0.0
0,1,21,1,0,1871,1,1,1,4,5,1,5,5,3,5,3,1,4,5,12,22.0
1,1,45,1,0,1015,4,2,4,4,5,4,3,5,5,4,5,1,5,3,0,0.0
0,1,34,1,0,1882,1,1,1,4,3,1,3,3,2,3,3,1,3,3,16,10.0
0,1,17,1,0,2767,1,1,1,4,1,1,1,1,2,3,3,1,4,1,115,131.0
0,1,61,1,1,2325,1,1,1,4,3,1,3,3,3,3,4,1,4,3,40,46.0
1,1,34,1,0,2743,4,2,4,4,4,4,3,1,1,4,1,4,1,2,0,0.0
1,1,9,1,0,2451,4,2,4,4,4,3,3,2,2,4,2,3,2,1,24,15.0
0,1,18,1,0,1963,1,1,1,4,1,1,1,1,2,3,4,2,3,1,8,0.0
0,1,33,1,1,1752,1,1,1,4,1,1,1,1,1,1,4,4,3,1,0,0.0
0,1,29,1,0,2475,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0.0
0,1,67,1,0,2505,1,1,1,4,1,1,1,1,3,1,3,1,3,1,10,18.0
0,1,59,1,0,2177,1,1,1,4,1,1,1,1,4,5,2,4,3,1,5,0.0
1,1,17,1,2,2236,4,2,4,4,3,4,3,1,1,4,1,2,1,2,27,19.0
0,1,29,1,2,2138,1,1,1,4,2,1,1,2,4,2,3,1,4,2,0,30.0
0,1,57,1,0,1769,1,1,1,4,1,1,1,1,4,5,4,2,4,1,0,0.0
1,1,50,1,0,790,4,2,4,4,1,4,3,3,3,4,3,4,3,4,0,0.0
1,1,59,1,0,766,4,2,4,4,2,3,4,2,2,4,2,1,2,1,14,26.0
0,1,19,1,0,2586,1,1,1,4,5,1,5,5,3,1,3,3,4,5,0,4.0
0,1,69,1,0,1490,1,1,1,4,5,1,5,5,1,2,3,1,4,5,0,0.0
1,1,63,1,0,760,4,2,4,4,5,4,5,5,3,3,4,2,3,5,11,8.0
1,1,42,1,0,780,4,2,4,4,3,3,4,1,1,4,1,3,1,4,0,0.0
0,1,48,1,2,736,1,1,1,4,1,4,3,1,1,1,1,4,1,1,0,13.0
0,1,38,1,0,2689,1,1,1,4,4,1,4,4,4,4,4,3,4,4,0,0.0
0,1,64,1,0,1698,1,1,1,4,4,1,4,4,1,2,4,4,4,4,0,0.0
1,1,54,1,1,718,4,2,4,4,3,4,4,3,3,4,3,3,3,2,26,29.0
1,1,48,1,2,714,4,2,4,4,3,3,3,1,1,4,4,3,1,1,0,0.0
1,1,9,1,0,1630,4,2,4,4,3,4,3,3,3,2,3,4,4,3,5,0.0
1,1,64,1,0,654,4,2,4,4,2,4,4,4,4,4,4,2,4,2,0,0.0
0,1,9,1,0,1903,1,1,1,4,3,1,3,3,3,5,2,1,4,3,0,0.0
1,1,15,1,0,2152,4,2,4,4,3,4,5,3,1,1,3,4,3,3,1,0.0
1,1,25,1,0,2078,4,2,4,4,1,3,4,3,3,4,3,2,3,1,0,0.0
0,1,7,1,0,2299,1,1,1,4,1,2,2,2,5,3,4,2,1,2,132,131.0
1,1,30,1,0,2266,4,2,4,4,2,4,3,4,4,4,4,1,4,3,2,11.0
1,1,40,1,0,2126,4,2,4,4,5,4,5,5,1,1,4,2,4,5,13,15.0
1,1,28,1,0,2396,4,2,5,4,5,2,2,1,1,4,4,2,2,2,0,0.0
0,1,9,1,0,1734,1,1,1,4,2,1,2,2,1,4,4,3,4,2,18,16.0
1,1,35,1,0,1403,4,2,5,4,5,4,4,1,1,5,1,3,1,2,0,0.0
0,1,29,1,0,1559,1,1,1,4,1,1,1,1,4,4,3,4,3,1,0,2.0
0,1,28,1,0,1497,1,1,1,4,3,1,3,3,4,3,3,2,4,3,0,0.0
1,1,68,1,2,587,4,3,3,3,3,3,3,4,4,3,4,3,4,1,42,37.0
0,1,9,1,1,2458,1,1,1,4,1,1,1,2,4,3,4,1,2,1,80,133.0
0,1,58,1,0,1983,1,1,1,4,4,1,2,4,3,3,2,4,4,4,10,4.0
0,1,20,1,0,2223,1,1,1,4,1,1,1,1,2,3,4,4,4,1,0,0.0
1,1,60,1,0,471,4,3,4,1,2,3,2,5,5,4,5,2,5,4,59,53.0
0,1,63,1,0,2197,1,1,1,4,1,1,1,1,4,4,3,1,4,1,1,0.0
1,1,53,1,0,496,4,3,4,1,4,4,4,4,3,2,5,5,2,4,0,0.0
1,1,9,1,0,1496,4,3,4,2,1,4,3,2,2,4,2,1,2,2,0,8.0
1,1,13,1,1,2355,4,3,4,2,2,2,3,2,2,4,4,5,2,2,0,0.0
1,1,41,1,0,1903,4,3,4,2,2,4,2,2,4,3,2,3,3,2,0,0.0
0,1,32,1,0,1574,1,1,1,4,3,1,3,3,1,2,4,2,4,3,1,0.0
1,1,27,1,0,1650,4,3,4,3,1,4,1,1,2,1,4,1,3,1,57,67.0
1,1,36,1,1,1940,4,3,4,3,5,4,5,5,3,2,2,3,2,5,42,57.0
1,1,37,1,0,1769,4,3,4,3,4,2,1,1,1,4,1,3,1,3,39,53.0
0,1,21,1,0,1849,1,1,1,4,2,1,2,2,1,2,4,3,3,2,0,0.0
1,1,22,1,0,1359,4,3,4,3,2,3,3,4,4,4,5,4,4,3,0,0.0
0,1,65,1,0,1630,1,1,1,4,1,1,1,1,1,2,4,3,3,1,15,0.0
1,1,28,1,0,1741,4,3,4,3,4,4,3,4,4,5,1,5,2,4,3,0.0
0,1,70,1,0,1929,1,1,1,4,4,1,4,4,1,2,4,4,3,4,40,26.0
0,1,17,1,0,1980,1,1,1,4,2,1,2,2,2,2,3,4,4,2,0,0.0
0,1,10,1,0,1874,1,1,1,4,2,1,2,2,4,1,4,2,4,2,0,9.0
1,1,9,1,0,1769,4,3,4,3,5,4,5,5,3,1,4,4,4,5,49,38.0
1,1,11,1,0,1732,4,3,4,3,3,3,4,1,1,4,1,4,1,1,0,0.0
1,1,29,1,0,1264,4,3,4,3,2,4,4,4,4,4,5,3,4,3,0,0.0
1,1,19,1,0,1003,4,3,4,3,5,2,3,2,2,4,2,1,2,4,0,0.0
0,1,59,1,2,384,1,1,1,4,1,4,3,3,3,1,1,4,3,3,0,0.0
1,1,45,1,1,375,4,3,4,3,4,4,4,4,5,1,5,4,4,4,80,96.0
0,1,27,1,1,1845,1,1,1,4,5,1,5,5,4,4,3,3,3,5,13,4.0
0,1,34,1,1,1692,1,1,1,4,1,1,1,1,3,1,4,2,4,1,25,12.0
1,1,48,1,2,385,4,3,4,3,1,3,1,2,2,4,1,4,2,1,0,0.0
0,1,17,1,0,1992,1,1,1,4,3,1,3,3,3,1,4,2,4,3,0,0.0
1,1,59,1,0,365,4,3,4,3,2,4,3,2,5,5,3,1,3,2,90,70.0
0,1,35,1,2,362,1,1,1,4,5,5,5,3,3,1,3,5,3,4,17,17.0
0,1,8,1,0,1662,1,1,1,4,3,1,3,3,3,5,3,2,4,3,28,24.0
0,1,20,1,0,1647,1,1,1,4,4,1,2,4,1,3,3,3,3,4,0,0.0
1,1,13,1,0,1720,4,3,4,3,5,4,2,5,1,1,5,5,5,5,0,0.0
1,1,35,1,0,1910,4,3,4,3,4,2,5,3,3,4,3,3,3,4,0,0.0
0,1,7,1,0,1241,1,1,1,4,1,1,1,1,3,4,3,2,4,1,0,0.0
0,1,46,1,1,1863,1,1,1,4,1,1,1,1,4,3,4,4,4,1,20,22.0
1,1,68,1,0,302,4,3,4,3,2,4,2,2,3,1,3,2,2,2,0,0.0
0,1,19,1,0,1811,1,1,1,4,4,1,1,4,3,1,3,1,3,4,4,0.0
1,1,63,1,0,305,4,3,4,3,5,4,5,5,4,4,5,3,5,5,26,39.0
1,1,49,1,0,279,4,3,4,3,4,4,4,4,2,5,4,2,2,4,10,8.0
0,1,37,1,0,1701,1,1,1,4,5,1,5,5,3,1,4,4,3,5,1,0.0
1,1,27,1,1,1530,4,3,4,4,4,4,4,4,3,1,3,3,4,4,0,0.0
0,1,21,1,2,1255,1,1,1,4,1,1,1,1,4,3,3,3,4,1,86,75.0
1,1,8,1,2,1083,4,3,4,4,4,3,4,2,2,4,2,1,2,4,3,0.0
0,1,56,1,1,1254,1,1,1,4,3,1,5,3,3,2,3,3,4,3,5,9.0
1,1,61,1,0,271,4,3,4,4,1,4,3,4,4,4,4,5,4,1,0,0.0
0,1,46,1,1,1594,1,1,1,4,2,1,2,2,4,2,4,2,4,2,19,16.0
1,1,20,1,0,1984,4,3,4,4,2,3,3,5,5,4,5,3,5,2,101,105.0
0,1,60,1,1,1389,1,1,1,4,1,1,1,1,1,5,4,2,3,1,64,45.0
1,1,50,1,0,232,4,3,4,4,1,4,1,1,2,3,3,1,3,1,15,10.0
1,1,15,1,0,2036,4,3,4,4,2,4,2,2,5,2,4,2,3,2,0,0.0
0,1,16,1,0,1799,1,1,1,4,2,1,2,2,3,4,4,1,3,2,35,50.0
0,1,59,1,1,1357,1,1,1,4,1,1,4,1,1,4,4,2,4,1,25,44.0
0,1,42,1,0,1463,1,1,1,4,3,1,3,3,3,4,3,4,4,3,0,0.0
0,1,59,1,0,1409,1,1,1,4,3,1,3,3,2,2,3,1,3,3,0,7.0
0,1,12,1,2,1694,1,1,1,4,1,3,5,2,1,4,3,5,2,5,156,168.0
1,1,43,1,0,80,4,3,4,4,1,4,4,4,4,4,5,2,4,1,0,0.0
0,1,11,1,0,1602,1,1,1,4,3,1,3,3,1,2,4,4,3,3,14,9.0
1,1,31,1,1,1125,4,3,4,4,5,4,2,5,4,2,4,1,4,5,0,0.0
0,1,45,1,0,1789,1,1,1,4,2,1,2,2,3,1,3,3,4,2,0,0.0
1,1,58,1,0,111,4,3,4,4,3,4,3,3,1,1,4,2,3,3,0,0.0
1,1,56,1,0,102,4,3,4,4,3,4,1,3,3,3,4,3,4,3,0,2.0
0,1,67,1,1,2016,1,1,1,5,3,1,3,3,5,5,4,5,4,3,0,0.0
0,1,11,1,0,2601,1,1,2,1,5,2,1,5,1,4,1,2,1,5,0,1.0
1,1,36,1,0,4171,4,3,4,4,4,4,4,4,3,2,1,2,1,4,0,0.0
1,1,50,1,0,2351,4,3,4,4,1,5,1,3,3,4,3,4,3,2,90,63.0
0,1,26,1,0,2953,1,1,2,2,4,2,4,4,3,3,2,1,3,4,0,0.0
1,1,65,1,0,1690,4,3,4,5,3,4,4,3,1,5,2,5,5,3,0,0.0
0,1,53,1,0,2800,1,1,2,2,4,2,4,4,1,5,1,2,1,4,0,0.0
1,1,19,1,0,2047,4,3,4,5,5,3,3,1,1,4,1,4,1,4,26,27.0
1,1,67,1,0,950,4,4,0,1,2,5,5,4,4,0,5,3,4,5,0,0.0
1,1,10,1,0,1833,4,4,0,3,5,0,5,5,3,5,5,5,3,5,0,0.0
0,1,31,1,0,2115,1,1,2,2,4,2,2,4,4,1,2,2,3,4,0,0.0
1,1,37,1,0,1609,4,4,0,4,1,0,2,1,2,1,4,3,4,1,26,8.0
0,1,36,1,0,2493,1,1,2,2,3,2,3,3,3,3,2,3,3,3,0,0.0
1,1,36,1,0,1481,4,4,0,4,2,0,2,2,2,4,3,1,4,2,61,75.0
0,1,63,1,0,3641,1,1,2,3,3,2,3,3,4,2,4,2,3,3,20,0.0
0,1,32,1,0,4140,1,1,2,3,3,2,3,3,2,5,4,2,3,3,0,0.0
1,1,51,1,0,2227,4,4,0,4,5,0,5,5,2,3,3,1,4,5,0,2.0
0,1,35,1,0,3553,1,1,2,3,1,2,1,1,4,2,3,3,4,1,0,0.0
0,1,41,1,0,3296,1,1,2,3,1,2,1,1,2,2,3,1,4,1,33,11.0
0,1,65,1,0,3153,1,1,2,3,3,2,3,3,2,2,3,1,2,3,13,55.0
0,1,35,1,0,3493,1,1,2,3,1,2,1,1,4,5,2,3,3,1,1,5.0
1,1,9,1,0,2502,4,4,0,4,2,0,2,2,1,5,1,4,3,2,1,0.0
1,1,47,1,0,571,4,4,2,3,5,2,5,5,3,2,1,3,3,5,5,0.0
1,1,18,1,0,2059,4,4,3,1,2,5,4,5,5,3,5,5,5,4,27,32.0
0,1,60,1,0,1838,1,1,2,3,5,2,5,5,2,2,2,4,3,5,0,0.0
0,1,50,1,0,1127,1,1,2,3,3,2,3,3,4,1,3,2,4,3,22,31.0
1,1,31,1,0,3756,4,4,3,1,3,3,3,3,3,3,4,5,4,3,12,11.0
0,1,51,1,0,1861,1,1,2,4,2,2,3,2,3,2,3,2,4,2,19,0.0
1,1,55,1,0,1031,4,4,3,1,3,3,3,3,4,4,5,4,4,3,0,0.0
1,1,70,1,1,1049,4,4,3,2,5,3,4,5,3,3,4,3,5,5,0,0.0
1,1,52,1,2,855,4,4,3,2,1,3,4,3,3,3,3,5,3,4,0,0.0
1,1,50,1,1,764,4,4,3,3,3,3,2,2,2,3,2,2,2,3,20,22.0
1,1,43,1,0,636,4,4,3,3,2,4,5,4,4,3,4,4,4,5,2,0.0
1,1,38,1,0,1644,4,4,3,3,4,4,4,2,2,3,2,3,2,4,0,0.0
1,1,28,1,0,1527,4,4,3,4,1,4,3,5,5,3,5,2,5,4,48,35.0
1,1,34,1,0,1493,4,4,3,5,3,3,3,3,3,4,4,4,4,3,0,0.0
1,1,38,1,0,1185,4,4,4,1,4,1,1,3,5,4,5,1,3,1,1,0.0
1,1,32,1,0,1864,4,4,4,1,3,2,4,3,3,4,3,5,3,4,0,0.0
1,1,49,1,0,364,4,4,4,1,5,4,5,3,3,4,3,3,3,4,9,16.0
0,1,50,1,0,1514,1,1,3,3,3,3,3,3,2,1,3,2,3,3,6,6.0
0,1,69,1,1,1517,1,1,3,3,1,3,1,1,3,2,2,3,3,1,59,59.0
0,1,64,1,0,2007,1,1,3,3,3,3,3,3,1,3,2,3,3,3,0,0.0
0,1,10,1,0,2062,1,1,3,3,2,3,2,2,4,2,4,4,3,2,0,0.0
1,1,49,1,0,334,4,4,4,1,1,4,1,1,5,5,5,5,4,1,0,0.0
1,1,19,1,2,1424,4,4,4,1,2,4,2,2,4,3,4,3,5,2,0,0.0
1,1,64,1,0,583,4,4,4,1,5,5,4,2,2,4,2,5,2,5,33,18.0
0,1,31,1,0,1866,1,1,4,3,5,4,5,5,2,3,4,3,4,5,0,0.0
0,1,65,1,1,2236,1,1,4,3,2,4,4,2,4,3,3,2,4,2,0,0.0
0,1,58,1,1,1751,1,1,4,3,5,4,5,5,2,4,3,2,3,5,0,0.0
1,1,32,1,0,1699,4,4,4,1,3,4,1,3,1,2,5,3,4,3,0,0.0
0,1,29,1,2,2007,1,1,4,3,1,4,1,1,3,1,4,2,4,1,0,0.0
0,1,31,1,0,1895,1,1,4,4,2,4,2,2,4,4,3,3,4,2,16,25.0
0,1,27,1,1,1217,1,1,4,4,2,4,2,2,3,2,3,4,4,2,0,0.0
0,1,50,1,1,1565,1,1,4,4,2,4,2,2,4,2,4,2,4,2,3,0.0
0,1,62,1,0,2323,1,1,4,4,4,5,4,1,2,4,3,4,3,4,185,180.0
0,1,10,1,0,1550,1,1,5,3,1,5,1,1,4,5,4,3,4,1,0,0.0
0,1,22,1,0,1666,1,1,5,4,4,5,4,4,2,2,3,2,3,4,120,122.0
1,1,36,1,0,2126,4,4,4,1,4,4,4,4,5,2,3,3,5,4,0,0.0
1,1,33,1,0,1179,4,4,4,1,4,4,4,4,3,4,3,4,4,4,0,0.0
1,1,56,1,0,1628,4,4,4,1,2,4,5,2,2,4,2,3,2,4,0,25.0
1,1,60,1,0,786,4,4,4,1,2,4,2,2,4,2,4,3,4,2,19,27.0
1,1,25,1,0,1235,4,4,4,1,5,4,5,5,3,5,5,5,4,5,76,70.0
1,1,16,1,0,1370,4,4,4,1,3,4,5,1,1,4,1,4,1,5,0,0.0
1,1,28,1,0,1229,4,4,4,1,2,4,1,2,4,5,5,5,5,2,0,0.0
0,1,45,1,0,3000,1,2,0,3,5,0,5,5,4,1,3,2,4,5,14,0.0
1,1,14,1,0,2078,4,4,4,1,3,4,3,3,4,5,5,4,5,3,0,20.0
1,1,18,1,0,2413,4,4,4,1,4,5,5,1,1,4,1,5,1,5,0,0.0
1,1,30,1,0,2122,4,4,4,1,2,4,2,2,4,4,5,5,5,2,50,35.0
1,1,8,1,0,2360,4,4,4,1,2,4,2,2,4,4,5,5,4,2,15,65.0
1,1,37,1,0,2035,4,4,4,1,4,4,4,1,1,4,1,5,1,5,29,15.0
1,1,13,1,0,2155,4,4,4,1,4,4,2,4,4,4,4,4,4,5,0,8.0
0,1,56,1,0,2074,1,2,0,3,2,0,2,2,3,4,3,4,4,2,0,0.0
1,1,39,1,0,1644,4,4,4,1,3,4,3,3,3,5,1,3,3,3,0,0.0
0,1,29,1,1,1855,1,2,0,3,4,0,4,4,3,4,4,2,3,4,97,83.0
0,1,48,1,0,1990,1,2,0,3,4,0,3,4,4,2,2,4,3,4,0,0.0
0,1,53,1,0,1604,1,2,0,3,3,0,3,3,3,4,3,1,3,3,7,0.0
1,1,17,1,0,1368,4,4,4,1,4,4,4,4,4,4,4,4,4,5,0,0.0
0,1,47,1,0,1301,1,2,0,3,4,0,4,4,4,5,3,4,3,4,52,49.0
1,1,19,1,0,1683,4,4,4,1,1,4,1,1,4,5,5,4,5,1,0,2.0
0,1,43,1,0,1596,1,2,0,3,2,0,2,2,1,5,3,1,4,2,0,0.0
0,1,69,1,1,1502,1,2,0,3,2,0,2,2,4,5,4,4,3,2,30,18.0
0,1,15,1,0,1407,1,2,0,3,2,0,2,2,3,1,3,4,4,2,0,5.0
1,1,58,1,0,125,4,4,4,1,1,4,1,1,5,5,5,4,4,1,0,0.0
0,1,47,1,2,101,1,2,0,3,5,4,4,1,1,0,1,4,1,4,0,0.0
1,1,64,1,0,144,4,4,4,1,3,4,4,1,1,4,1,5,1,1,0,0.0
0,1,59,1,0,3537,1,2,0,4,5,0,5,5,3,5,4,2,4,5,0,0.0
1,1,23,1,0,2380,4,4,4,1,2,5,4,1,1,4,1,3,1,5,0,0.0
1,1,49,1,0,1523,4,4,4,1,4,3,5,3,3,4,3,3,3,5,3,0.0
0,1,67,1,0,2249,1,2,0,4,2,0,2,2,3,4,3,1,4,2,0,0.0
1,1,12,1,0,2475,4,4,4,1,3,5,4,2,2,4,2,4,2,4,0,0.0
0,1,42,1,0,1998,1,2,0,4,3,0,3,3,3,2,4,2,3,3,40,33.0
1,1,49,1,0,270,4,4,4,1,5,4,5,4,4,4,4,4,4,4,0,0.0
1,1,13,1,2,2129,4,4,4,1,2,4,2,2,4,2,5,4,5,2,4,0.0
0,1,63,1,0,1303,1,2,0,4,2,0,2,2,4,5,3,2,3,2,27,47.0
0,1,63,1,0,1391,1,2,0,4,4,0,4,4,4,1,3,4,4,4,0,0.0
1,1,62,1,0,217,4,4,4,1,4,4,4,4,1,2,5,5,4,4,0,0.0
1,1,62,1,0,249,4,4,4,1,1,5,5,3,3,4,3,3,3,5,3,1.0
1,1,32,1,0,791,4,4,4,2,4,4,2,4,4,3,4,2,4,2,0,0.0
1,1,55,1,1,50,4,4,4,2,5,4,5,5,3,4,3,4,4,5,0,0.0
1,1,51,1,0,2330,4,4,4,2,1,4,1,1,5,1,4,2,2,1,0,0.0
0,1,38,1,0,2453,1,2,1,1,2,1,2,2,4,1,1,4,1,2,18,22.0
1,1,46,1,0,1041,4,4,4,2,4,4,4,4,3,2,3,4,4,4,28,46.0
